David J. Stewart

Glen Shadix
Kevin Conway
William Doherty
Miyi Hana
George Rossi
Robert Bice
Stuart Margolin
Ethel Waters
Vittorio Mezzogiorno
Liane Pathe
Kent Lane
Frank Wolff
Almira Sessions
James Melton
Walter Kingsford
Tony Oursler
Nikolai Batalov
Lacey J. Dalton
David Sabin
George T. Odom
Joan Severance
Rufus Read
Sylvie
James L. Brooks
Jeremy Bulloch
Robert Middlemass
Vilmos Zsigmond
Ada Stewart
Johann deMeester
Warren Berlin
Eileen Herlie
Helen Kane
Jacob Beks
Ann Ramsey
Jason Myrick
Francois Berleand
Nelly Alard
C.V. France
Alan Coeberge
Edward Mulhare
Red Wing
Noah Berry~jr
Matthew Guiness
Terry Farrar
Cyndi Pass
Violet Hilton
Michael Ontkean
Vernon Gray
Mike Ballew
Fernandel
Kinuo Tanaka
Denis Lavant
George Eastman
Saffron Burrows
Adelina Poerio
Charlotte Lewis
Steve Railsback
Sidney Tafler
Amanda Donohue
Craig Chester
Michael Powell
Basil rsthbone
Rob Morrow
Stellan Skarsgard
Hershel Bernardi
David Manners
Sidney Howard
Mr.~T
Marin Marshall
Boerje Ahlsted
David Helfgott
Maurizio Vega
Welken White
Sarah Miles
Jeff Donnell
Marisa Tomei
Elizabeth Dailey
Jim Mitchum
Victor Sen Young
Richard Widmark
Mac Davis
Tyler McVey
Bartlett Robinson
Emerson Treacy
Jim Backus
Winston Reckert
David Pierce
Vladimir Fogel
Irene Cara
Sue Anne Langdon
Taylor Holmes
Zack OMaley Greenburg
Georgia Browne
Pat Hitchcock
Roger Dupois
Adreinne Dore
David Douche
Clary Hunter
Arthur Hunnicutt
Jessie Ralph
Francoise Lugagne
A.E. GouldPorter
Ziggy Elman
Poway Emarald Brigade Marching Band
Ann Jillian
Elham Shari
Chris Eccleston
Trish VanDevere
Keith Larsen
John Favreau McDormand
Rex Sevenoaks
Charles Chaplin~jr.
Hugh Sothern
Ronald Colman
O.B. Clarence
Jenifer Lea
Roland Drew
Fred Malatesta
Anna Perrier
JeanLuc Bibeau
Jean Moorehead
Percy Parsons
Lucien Littlefield
Oliver MacGreevy
Bruce Brown
Bruce Dushman
Tim Herbert
Ula Holt
Serreau
George Corraface
Regis Tomey
Omri Katz
Rosario Granados
Billie Gray
Georges Marchal
Duke Howard
Armand Assante
Kathleen Harrison
Suzen Murakoshi
Arcadia T.
Joan Greenwood
Cybill Sheppherd
Ben Asta
Leonard diCaprio
Jet Li
Richard Norton
Noel Harrison
Eszter Balint
Jonathan Price
Ulrich Wesselman
Geoffrey Bayldon
Richard Farrington
Devon Ericson
Ugo Piperno
Jon Stewart
Beverly Garland
Barbara Lawrence
Ray McDonald
Maggie Smith
Jerry Verno
Skip Karn
Leo Gann
Pam Dawber
Mark Keyloun
Mysty Winkler
Lani OGrady
Chris Pedersen
Morgan Conway
Natassia Kinski
Milena Vukotic
Faye Emerson
Francoise Seigner
William Conrad
Laurinda Barrett
Jaqueline Logan
Rick Nolte
Brian OShaugnessy
Lucas Gridoux
Wendie Malick
Lola Cordona
Russel Gleason
Herbert Edelman
Robin Matson
Art Acord
Gloria Ruben
Robert Ryan
Alan Rein
Marguerite dela Motte
Joe deSantis
Peter Egan
Margaret Sullavan
Gunnar Bjornstrand
Leonide Massine
Earl Wilson
Robert Greig
Ivan Triesault
Rob Knepper
Jennifer Anniston
Henri Lambert
Emlyn Williams
Carmel Meyers
Gil Warner
Jack London
Mary Costa
Ed Koch
Vanessa Williman
Tab Huanter
Shawn Carson
Steve Gutenberg
Jeffrey Walker
Tomisaburo Watanabe
John Dall
Sarah Churchill
Rozz Rezabeck
Ernesto Beadle
Steve Bassett
Richmond Arquette
Shannon Tweed
Vera Miles
Ruth Donnelly
Lauri Peters
Timothy VanPatten
Bob Crosby
Timothy Busfield
Eric Sykes
Bruce Marchiano
Robert Barat
Drew Michaels
Billy Crudup
Albert Bitterling
Silvia Pinal
Gavin Gordon
Geraldine Brooks
Mary Louise Weller
MiouMiou
Warren Baxter
Daniel Massey
Kate Beckinsdale
Matthew Boulton
Bill Phillips Murry
Ulla Jacobson
Jacques Penot
Louise Larabee
Halo Qualteppe
Joe Robinson
Frances Hunt
Anton Glanzelius
J.Warren Kerrigan
Morgan Paull
Everett Glass
Mathias Freihof
Charlotte Henry
Stan Phillips
Peter Bayliss
Ellen Busteyn
Robert Duvall
Jeanne Eagles
Bruno Lawrence
Betty Grable
Subir Banerjee
John Karlen
Minerva Urecal
Joan Chen
Aurore Rauscher
Vu May
Yvette Vickers
Donald Crisp
Debra Paget
Stephen Murray
Constance Collier
Donal McCann
Liv Tyler
Robert Stauss
Ken Abraham
Lola DAnnuzio
Phil Philips
Sylvester Stallone
Lilli Taylor
Ray Rodgers
Ann Miller
Gertrude Hoffman
Charles Starrett
Victoria Foyt
Evalyn Knapp
Alex Davion
Sami Frey
Charles Lavine
Albert Steinr\"uck
Julie Kent
Lee Horsley
Marthe Keller
Sig Arno
Gigi Perreau
William H. Macy
Gabby Hayes
Sonny Bono
Joaquim deAlmeida
Kim Vithani
Kathleen Miller
Barbara Ewins
Gracie Fields
Sian Phillips
Rene\'e Asherson
Robyn Hitchcock
Britt Ekland
Reginald Sheffield
Rikki Marin
Max Hiller
Penelope Milford
Kathleen Byron
Evelyn Brent
Frank Langella
Joan Collins
Diane Bellego
Rickie Sorensen
Ana Karina
Jayne Brook
John Lithgow
Woo Woo Grabowski
Joan Blackman
Al Lettieri
Joseph Cotten
Mae Clarke
Frank Lawton
Ken
Michelle Burke
Enrique Ponce
Jeffrey Kramer
Tsutoma Yamazaki
Alfonso Bedoya
Senta Berger
Burt Mustin
Jesse Bradshaw
Alf Kjellin
Luis vanRooten
Eve Bartok
Jayne Atkinson
Megan Gallagher
Rick Moran
Jim Riggs
Steve Allen
Barry Dennen
Stefani Sandrelli
Christopher Dienstag
Halvar Bjork
Stan Gottlieb
Zack Norman
Ralph Clanton
Barbara Darrow
Amanda Schull
Richard Foronjy
Colin Campbell
Simonetta Stefanelli
Tony Toola
Colette Marchand
John Ringling North
Howard Freeman
Matt Frewer
Lise Elina
James Whitmore~jr.
Ruth McDevitt
Michael Gothard
Justin Garms
Anne Helm
F. Seleznev
Kai Taschner
Chuck Berry
Lindsay Lohan
Stephen Mendel
Louise Latham
Meredith Scott Lynn
Maria Diaz
Mehra Townsend
Curt Bois
Morgan Freeman?
Annie Corley
A. Zhukov
Cesar Romero
George Field
Helmut Walker
Emily Lloyd
Connie Russell
Delroy Lindo
Chad Everett
Shep Fields
Larry Simms
Clark Howard
Ralph Macchio
Gus McNaugton
Dwight Frye
Dennis ODay
Sidney Franklin
Richard Lyon
Peter Yellen
Norman Trevor
Bruce Lacey
Alessandro Blasetti
David Lewis
Mark Lenard
Herbert Shaw
John Enroe
Peter Ackoyd
Ann Belek
Robert Donat
Toni Hudson
Quentin Tarantino
Charles S. Dutton
Terrence Knox
Hywel Bennett
Gong Li
Jimmy ODea
Maggie Cheung
Bob Lujan
Deeny Dakota
Glenn Close
Konstantis Shayne
John Hubbard
George F. Marion
Erma Campbell
Charles Waldron
Anton Rodgers
Maly Delschaft
Gunnar Bowman
Isa Miranda
James Coburn
Elisa Giani
Joe Pantolino
Pierre Klossowski
Ellen Geer
Linda Cristal
Joseph Cotton
John Robinson
Adrian Ross Magenty
Herbert Lomas
Selma Hayek
Joel S. Keller
William henry
Christy Turlington
Kenny Rogers
Imogen Stubbs
Louis Hayward
Gitty Daruga
Lesley Sharpe
Dolores Dorn
Gale Sondergaard
Whoopi Goldberg
Jean Muir
Joe Flynn
Simone Renant
Hans Alfredson
Patricia Doanahue
Anne Heywood
Jack Warson
Bill Finley
Mitchell Ryan
Mark Damon
John Cromwell
June Brown
Glenn Strange
Patrick Shoene
Gerald S. OLoughlin
Stephen Furst
Frank Stanmore
Jacqueline Kim
John Laughlin
William 'Stage' Boyd
Michael Sarrazin
Michael Connors
John Kitzmiller
Jay O. Sanders
Lara Flynn Boyle
Kim Yun
Donna Loren
Jacqueline Bisset
Eddie Marr
Anna Pacquin
Robert Kelljian
Spalding Gray
Tsi Chin
Virna Lisi
Charles Chaplin
Charles Killman
Wong Wei
Arlene Golonka
Marion Hutton
Tina Turner
Richard Grant
Creighton Hale
Elizabeth Berridge
Jane Marken
Erick daSilva
John Houseman
Chico Marx
Kenneth More
Emile Genest
Edmund Mortimer
Jack Stuart
Anulka Morris
Frankie Darro
Gail Strickland
Audra Lindley
Vivian Merchant
Bastian Bodenhoffer
Tony Bennett
Daniel Boulanger
Salma Havek
Tim Abbott
Douglas Rain
Dora Gregory
Francois Cluzet
Fred Halsted
Yoko Tani
Roger Jendly
Malick Bowes
Francisco Gatorno
Moira Shearer
Deanna Durbin Schell
Helena Carroll
Roger Leenhardt
Galyn Gorg
LeVar Burton
Julie Montgomery
Helmut Griem
Dennnis OKeefe
Maria Ford
Diana Monti
Brad Johnson
Francois Dorleac
Imelda Staubton
Alan Badel
Geron Duda
Hans Hirschm\"uller
Barret Oliver
Carmen Boni
Dan Ackroyd
Mario Conti
Klaus Wennemann
Gunther Kaufmann
Deborah Foreman
June Lion
Luis Cseigner
Daniel Schlachet
Youki Kodoh
Eve Gordon
Mary Wilcox
Paolo Martens
Michael Kane
Julie London
Pricilla Lane
Rebecca RomijnStamos
Rusty Lane
Harry Guardino
Bibi Anderson
Peter Wyngarde
Paul Lynde
Emmanuelle Beart
Judi West
Gusti Huber
Hal Carter
Tiana Thi Tranh Nga
Richard Johnson
Ursula Heyer
Andr\'e Morell
Selena Reynolds
Primo Carnera
Michael Gunther
Elisa Touati
Joan Allen
Burt Ward
Scott Neal
Evaristo Marquez
Pierre Clementi
Arthur Treacher
Ian Wilson
Lynn Lowry
Beatrix Lehman
Brian Deacon
Jewell Jernigan
Lesley Manville
Lorne Greene
Joel McCray
Jackie `Butch' Jenkins
Missy OShea
Bradley Page
Lucien John
Tisha Sterling
Clifford Soubier
Courteney Cox
Rosemarie Dexter
Candiad Royalle
Cathianne Blore
Jan Jacklin
Full Force
Alan Baxter
Zaker Makre
Raffaella Baracchi
Joel McCrea
Daniel Beer
Julie Newmar
Jimmie Ray Weeks
Richard Hope
Chris Elliott
NoelNoel
Len Cariou
Mabel Norman
Christopher Villiers
Sanna Vraa
Elizabeth Montgomery
Rebecca Welles
Eva Henning
Cara Seymour
Jenny Neumann
Bambi Linn
Senne Roufaer
Brendan Fraser
Woodrow Parfey
Leo McKern
Andre Wilms
Colleen Gray
Donald Churchill
Cal Jammer
Nita Naldi
Franklyn Seales
Russell Hoyt
Darrell Larson
Anna Konstam
J.D. Cannon
W. Bishop
George Lewis
Didier Bexace
Jorge Juliao
Hobart Bosworth
Bret Estes Ellis
Stephanie Beacham
Maxine Woods
Lucille Watson
Chris Farley
Xander Berkeley
Marshall Thompson
Steven Weber
Richard Graham
Kirk Alyn
Kazuo Hasegawa
Brad Hunt
John Cassidy
Ruth Chatterton
Helen Flint
Clarine Seymour
Etienne Giradot
Thomas Wood
Ken Niles
Cary Guffey
David Alan Grier
Apollonia
Kimber Eastwood
Mikki Allen
Marion Martin
Elaine Stewart
Jerry Reamer
Robert Williams
Bernard Menez
Conan Yuzna
Wiley Wiggins
Wolfgang Kieling
The Ritz~Brothers
Giancarlo Giannino
The Pentagon
Daniel Bell
Helene Remy
Kevn Costner
Peter Sellers Colman
Li BaoTian
Arthur Houseman
Thora Birch
Richard OBrien
Jose Garcia
Linda Fiorentino
Joel McCrae
Victor Poletti
Hatty Jones
Hugh Quarshie
David King Wood
France Nuyen
Julian Kindahl
Garrett Morris
J. Edward Bromberg
Johnny Whitworth
Ron Ely
Tuesday Weld
Tim Robbins
SarahJane Farley
Michael Behn
Wolf Kahler
Larry Blyden
Colette Hiller
Anette Andre
Guy Mitchell
Leslie Parrish
Anne Carslile
C.Henry Gordon
Doug McGrath
Chris Hunter
Don Grady
Dennis Leary
Katja Rieman
Felix Bressart
Raphael Sbarge
Victor Moore
Weird Al Jankovic
John Heldabrand
Otto Preminger
Catherine ZetaJones a
Natasha Regnier
Michael Matson
N. Ottering
Ann Gardner
Noel Coward
Carlo Bergonzi
David Forman
His Giants
Nicole Niblack
Philippe LeroyBeaulieu
Jim Hoyt
Jacquline Gadson
Don Porter
Walter Houston
Viveca Dahlen
Bernadette Giraurd
Pat McNamara
Diane Kay
Valerie French
Henry Daniell
Marius Goring
Joe Carberry
Manuel Colao
Lew Ayres
Claude Romain
Hilary Swank
Sergio Fantoni
Michael Beck
Constance Talmadge
Jose Iturbi
Christopher Atkins
Didi Conn
Norman Bristow
Mandy Patinkin
Oliver Tobias
Johnny Sands
Bibi Andersen
Elizabeth Russell
Edward Burns
Dorotha Segda
Elaine Barrie
Alfonso Arau
Broncho Billy Andersom
Broncho Billy Anderson
Ferdinand vonAlten
Samuel Beckett
Jean Gillie
Lesley-Anne Down
George Silver
Dominique Gaspar Mars
Lois Mran
Melora Hardin
Dante Capelli
Rick Lenz
JeanMarc Bory
Marianne Morris
Janet Leigh
Prunella Ransome
Claude Rains
Gustav Froehlich
Perce Hellman
Julian Lennon
Julias Harris
Frances Neal
Judith Evelyn
Tisha Cambell
Penelope Ann Miller
Michael Howard
Al Cliver
Waits
John Westbrook
Ben Stiller
Anita Mancic
Moe Howard
Ron Johnson
Henry Gibson
Katherine Moore
Jane Wyman
Dan Howard
Roy Gordon
Barbara Whiting
Jenette Goldstein
Nicholas Clay
Louise Brooks
Felton Perry
Dorsey Wright
Rod Loomis
Nicoletta Brascchi
Kristine Miller
Alvey Moore
Guido Alberti
Patricia Clarkson
Loren Dean
Vincent Sherman
Betty Hutton
Maruschka Detmers
Sam Bernard
Karen Balkin
David Huddlestone
Katie Holmes
Andreas Voutsina
Ultraviolet
Stanley Clements
Steve Zahn
June Hedin
Daniel Roebuck
Andy Robinson
Victoria Vetri
W.R. Walter
Brad Savage
Edward Herrman
Annette Stroyberg
Russell Hopton
Else Heller
Dragan Bjelogrlic
Jan Rochefort
Hattie Jacques
Kenneth Moore
Irma P. Hall
Lara Zano
Joseph Campanella
Alexandra Wentworth
Frank Wilcox
Dom DeLouise
Edward Pawley
Lew
Chief Akawanush
Laura LaPlante
Vibeke Hastrup
Sally Grey
Irving Metzman
Forrest Taylor
John Longden
Margaret Whiting
Gabriel Dell
Jach Gwillin
Bridget Brice
Michael Palin
Arlene Cockburn
David Straithairn
Brian Dole Murray
Virginia Vestoff
Wallace Beery
John Leysen
Eva Mattes
Adrianne Allen
Irm Herrmann
Pat OMalley
Paul Sonkkila
Willie Best
jean Smart
Fiorello LaGuardia
Keenan J. Wyams
Jaques Harden
William Bendix
Stephanie Simon
Henry Wade
John RysDavis
George Rowe
Gene Polar
Katie Dolan
Allen Garfield
Tina Kellegher
Frank Puglia
Melissa Jaffa
Tim McInnery
Andrew McCarthy
Edward McNamara
V. Novikov
Florian Martens
Guy Rolfe
Lio
Viveca Lindfors
Eunice Gayson
Carlos Rivas
Barbara Baxley
Umberto Orsini
Ruth Warrick
Russel Crowe
Gamil Ratib
Margaret Irving
Paul Coufos
Tom Matheson
Sergio Castellito
Donald woods
Cameron Mitchell
x Lafaro
Harold Gary
Marie Trintignant
Michael McClanathan
Alan Bridge
Mathew Garber
Helen Vinson
Tom Byrd
Carleton Carpenter
Maurice Roeves
Arthur Marx
Regina King
Ray Girardin
Allan Cox
Frank Ferguson
Manay Duras
Rod Laurem
Catherine Allegret
Allan Hale~jr.
John Philliber
Anita Bj\"ork
Pi\'eral
Una OConnor
Edward Binns
Richard Crenna
Sherry Miles
Robert Essen
Curt Jurgens
Rita Gams
Peggy Evans
Martha Raye
Robert P. Richards
Brefni ORourke
Walter Koenig
Kim Basinger
George Babier
Benny Carter
Phil Bruns
Scott Paulin
Dorothy Cumming
Jean Colin
Michael MacLiammoir
Maggie Pr.
Billy Milton
Pierre Segui
Mona Rico
Phyllis Grafeo
Albert Basserman
Paula Kelly
John Barron
Julia M. Taylor
Nandjiwarra Amagula
Barbara Nichols
Benjamin Bottoms
Jordan Scott
Mae Joffe
Berkley Harris
Pernilla Wallgren
Carrie-Anne Moss
Leonard Nimoy
Nana Bryant
Nikolai Okhlopkov
Kevin Costner
Sondra Currie
Annie Sprinkle
Jack Crain
Betsy Brantley
John Dunn Hill
Sally Field
Anny Romand
Rupert PerryJones
Hugh Hurd
Hardin
Eddie Quinlan
Holly Woodlawn
Billy Daniels
Jason Marsden
Lee Kronenfeld
Ann Zarno
Clara Bow
Corinne Calvet
John Wengraf
Gerard Lanvin
Helen Freeman
Dwight Yoakam
Wendy Hughes
Archie Moore
Irving Pichel
Jessie Lee Fulton
Liberace
Folke Sundquist
George Wilson
Jerry Springer
Jeremiah Persoff
Eleanor Coppola
Tommy Smothers
John Dullaghan
Constantine Romanoff
Donald Plesance
Daisy Campbell
Giancarlo Giannini
Elizbeth Hurley
San Cox
Kate Smith
Liam Redmond
Graham Faulkner
Suturnin Fabre
Reba Tassel
Niall Byrne
Ellie Raad
Ilse Steppat
Richard Egan
Mills watson
Trish Devere
Robert Faurisson
Richard White
Kristin Griffith
Robert Walker
Maia Danziger
Sally Ann Roberts
Carolinr OConnor
Ry Cooder
Enzo Vitale
Patricia Roc
Kelsey Grammer
Peter Maquardt
Patricia Roe
Brenda Vaccaro
Liamu
David Lascher
Paul Benedict
VictorSjostrom
Victor Maddern
Helen Chester
George Pelling
Stuart Paul
Frank Lagella
Leslie French
Tommy Rall
Johnny Crawford
Andre Luguet
Guillaune Canet
Perry Lang
Bulle Ogier
Randall England
Kent Douglas
Thomas White
Hazel Goodman
Daniel Delorme
Stefano Dionisi
James Levine
Esther Rolle
Charles Peel
TickyHolgaldo
Arlene Arbus
Eileen Atkins
John DiResta
John Barrie
Jackie Jenkins
Donna Pescow
Folco Lulli
Bela Both
Kerry Mack
Krstin Lehman
Mili Avital
Alexander Pope
Carroll Baker
Jim Belushi
Dick Cavett
Virginia Leith
Jim Bacckus
Andrea Stein
Conrad Hall
Anders Norberg
Michael V. Gazzo
Marion Bailey
Stuart W
William Campbell
Beatrice Varley
Nirvana
Florence Arliss
Robert Weaver
George Rose
Simon Callow
Sylvster Stallone
Lan Turner
Don Ameche
Julie Delpy
Leo Genn
Sojin
John Belushi
Nina Babanini
Art Ellison
Lisa Eichhorn
Jenny Agutter
David Rappaport
Linda Watkins
sa sa
Kathlenn Harrison
Isabel Jeans
Freddie Jones
Maria Rochwine
Joseph Sweeney
Ruth Alda
John Dehner
Brian Robbins
James Staley
Ben Piazza
Oliver Gruner
Stephan W. Burns
Tim Roth
Estelle Parsons
Betty Amann
Eleanora Ruffa
Gabriella Licudi
Jonathan Kahn
Kathryn Hayes
Roy Koos
Jeff Healey Band
Hugh Jackman
Louise Sorel
Ethel Clayton
Alfred Lunt
Sarah Trygger
Daniel Emilfork
Ernst Busch
Thomas Ruchel
Johan Rabaeus
Jose Baviera
Mary Cortes
Patrick Horgan
John Buckwalter
Barbara Rush
Stephen Long
Lina Banquette
Lucia Zanussi
James Mason
Kevin OConnor
Adolph Ceasar
Jaremy Northam
Roland Winters
Walter Long
Eddie Lang
Barry Levinson
Ransom M. Sherman
Joanne Gilbett
Danny Valdez
Father John Grosner
Mikhail Rasumny
Polly Walters
Uma Das Gupat
Julia Roberts
Rumi Sakakibara
Henri Garcin
Priscilla Lane
Douglas Wood
Annie Potts
Ashley Johnson
Austin Willis
James Bell
Lee Powell
Nosher Powell
Clem Caserta
Martha ODriscoll
Joyce Redman
Glenda Farrell
Jane Elliott
Myron McCormick
Milena Vukovic
Nallig Horrigan
Dolores Wells
Jason Robards~sr
Trididad Silva
Macha Meril
Kevin Bacon
Bruno Carette
Duncan Macrae
Alan Mobray
Wanda McKay
Alexei Lyarski
Tab Thacker
Stephane Audran
Michael Jayston
Adele Dixon
Fletcher Henderson
Ronee Blakely
Valeria Cavelli
Dorothy Lee
Sam Raimi
Henry Kolker
Daniel G\'elin
Sheryl Lee Ralph
Art Millan
William Haade
Tony Roberts
Hope Davis
Nick Sadler
William Franklyn
Jane Powell
Gerald Cross
Vittoria Gassman
Carolyn Jones
Harold Vermilyea
Argentina Brunetti
Twinkle Khanna
Daran James
Claude Akins
Alberto A. Capozzi
Barry Jones
Marcel Ophuls
Tamala Jones
Raquel Welch
Masahiko Tsugawa
Ray Walston
Renate Mannhardt
Henry Hull
Pierre Blanchard
Leah Lail
James P. Johnson
Mard Dunn
Walter James
Zoe Caldwell
Regina Taylor
Danielle vonZerneck
Henry Armetta
Margery Wilson
Geraldine Pailhas
Blanch Sweet
Gordon Macrae
Leah Baiurd
Salma Hayek
Alexis Arquette
Ann Esther
William Farnum
Alfre Wooodard
Francois Leterier
John Bowles
Helen Mirren
Leelee Sobieskie
Carol Christensen
Sally Kellerman
Rosemary Murphy
Sarah Bernhardt
John Lynch
Olympe Bradna
Richard Charles
Bobby Watson
Anette Funicello
Nick Apollo Forte
Emmylou Harris
Ron McAnnely
Phillip Marrivale
Constance Cummings
Allyn Joslyn
Wendell Holmes
Steve Franken
Sara Kestelman
Kathryn Dowling
Hilmar Thate
Kishi Keiko
Ed Norton
Martin West
Jeff Kober
Anne Jackson
Crysstyn Dante
MarieChristine Barault
Kevin lin
Zelma vanDias
Todd Louiso
Tim Abell
Malcolm Dowell
Susan Engel
Vic Schroeder
Nancy Barret
Dominique Swain
Grace Zabriskie
John Alanu
Tommy Bupp
Manu Tupou
Tony Curtis
Ian Hendry
Max
Astrid Allwyn
Jimmy Dean
Ruth Hall
Ossie Davis
Don Keith Cooper
Fyusdh Finkel
Bill Irwin
Emile Drain
Gary Morse
Rena Owen
Erika Pluhar
Alan Dobie
Warren Finnerty
Paul Boensh~III
Junior Durkin
George Benson
Ted deCorsica
Corinne Clery
Rebecca deMorney
Sebastion Cabot
Asia Viera
Terry Winston
Jason Robards~jr
Helen Lederer
Joe Guasraferro
Will Kuluva
Barton Heyman
Gene Kelly
Laurence Luckinbill
Savina Gersak
Christopher Lord
Daniel LaPaine
James Best
Kyra Sedgewick
Rachel Yakar
Helene Weigel
Nancy Allen
Jennifer Salt
Jean Servais
Alice Nunn
Nigel Patrick
Ernest Borgnone
Laike
Jenny OHara
Brandon Hammon
Dave King
Vanessa Angel
Laird Cregar
Larry B. Scott
Niva Rochelle
Roger Sloman
Lana McKissack
Kit Taylor
Julie Mauduech
Mark Lawrence
Milos Foreman
Linda Blair
Jo\"elle Miquel
E.J. Parker
Rand Brooks
Zuhal Olcay
Madelaine Carroll
Magnus H\"arenstam
Pola Negri
Kikko Marsuoka
Nestor Paiva
Loretta Devine
Cliff Roberson
Ai Ke\"ita
Florinda Balkan
Emma Dunn
Sian Philllips
Mechtild Grossman
Jeff Corey
Severine
Patricia Medina
Dina Meyer
Jason Roberts
Eve Arden
Levar Bundy
Daniel DayLewis
Anthony Quayle
Patricia Hitchcock
Kerwin Matthews
Denise Nichols
Josh Pais
John Hoyt
Henry Czerny
Brian White
Yonathan Lucus
Helen Shaver
Helen Shaven
Rebecca deMornay
Ellen Perkins
Tony Darrow
Muriel Kikland
Hayward Robillard
Andie McDowell
Frances Farmer
Daisuke Kato
Joyce Barbour
Robert Romanus
Desi Arnaz
Terry Bradshaw
Salvatore Cascio
Gloria Swanson
Frankie Avalon
Elizabeth Whitcraft
Nietta Zocchi
Robert Kent
Roschdy Zem
Eric Bransby Williams
Dennis ORourke
Britt Hagman
Bogo
Marissa Mathes
Dana Gillespie
Guy Kibbe
Susan Penhaligon
Christiane Mays
Micha Bergese
Sally Marr
Les Tremaye
Shari Headley
Peter Walker
Deborah Harmon
Hamilton Camp
Ray Milland
Susan Lindeman
Mrs.~Allen Walker
Hart Bochner
Mimi Sorvino
Lance Percival
Charlotte Austin
Jesse Mae Hemphill
Renee Soutendijk
Jack Hawkins
Judy Nugent
Leonor Benedetto
Samantha Mathis
Donald Ritchie
Lionel Hampton
Luke Askew
Charles Paton
Helen Reddy
Jeff Cooper
Will Albertson
Kenneth Macrae
Reese Witherspoon
Gilda Radner
Matt LeBlanc
Raffi
Sheila Ryan
Steve Singer
Katherine Ross
Pernell Roberts
Frederic March
Tom Hodges
Dorothy MacGowan
Natalia Rai
Francisco Reyes
Robert Cook
Warner Clark
Doris Davenport
Lori Saunders
Patricia Smith
Adolfo Celli
Wojciech Pszoniak
Susan Lowe
Marques Johnson
Fredi Washington
Scott Marlowe
Christy Connors
Leo G. McCarroll
Connie Mason
Gordon Oliver
Vittorio Gassamn
Kathleen Ryan
David Markham
Hobart Cavanaugh
Jim Nabors
Christi Conaway
Wendy Gazelle
Mary Davenport
Sam Bottoms
Jean Peters
Ingrid Lang
Paul Naschy
Ulf Brunneberg
Ving Rhames
Douglas Hodge
Mia-Sara
Jasmine Guy
Mischa Auer
Esai Morales
Janeane Garofalo
Athole Fleming
Pamela Reed
San Hedaya
Phil Spector
George Mathews
Milton Sills
Joni Mtichell
Chris Eigeman
Richard Roundtree
George E. Stone
Dave Strickland
Eddie Jones
Joe Bordeaux
Tom Helmore
Robert F. Lyons
Frank Miller
Natasha Peryy
Valerie Cogan
Barry Tavenier
Ben Cross
Sebastian Cabot
Georgann Johnson
Halle Berrie
Michael OShea
David Hayman
Ed Hashim
Jim True
Ornella Muti
Lucilla Morlacchi
Moe
Hans Unterkirchen
Ric Ocasek
Dick vanDyke
Monique vanVoren
Robert Corff
Dennis Paladino
Daniele Delorme
Chuck Connors
Edward Bromberg
Brian Tyler
Howard Keele
Jay Henry
Ron Randell
Joshua Miller
Marie Richardson
Russell Thorndike
Paul Robeson
Ann Dowd
Christina Estabrook
Dorothy Jordan
Laurie Mock
none
Pasquale Amato
Catherine Boyl
Terry Thomas
Jerzy Skolimowski
Paolo Hendel
Ariana Richards
Deborah Fallender
Raymond J. Barry
Bob Cresse
Kate Fisher
Anita Skinner
Maxine Stuart
Screaming Bob Hawkins
Mike McGlone
Marje Walcamp
Paul Hartman
Bub Taylor
New Age
Donovan
Walter Pidgeon
John Leyton
JeanClaude Adelin
Tim OKelley
Roy Rifkin
Mollie Glessing
Carole White
John Bubbles
Ray Matheson
Arletty
George Berrill
Raymond StJacques
Geraldine Wall
John Hudson
Louise Albritton
Diane Warwick
Charles Towbridge
Marion Davis
JeanPierre Kalfon
Sally Hughes
Dixie Dunbar
Pert Barnaby
E.E. Clive
Kirstin Scott Thomas
Vincenzo Musolino
Myrna Loy
Martha Holliday
